,Ind_ID,GENDER,Car_Owner,Propert_Owner,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,label,Family
214,5115984,M,Y,Y,180000.0,Working,Higher education,Married,House / apartment,-13174.0,-2477,1,0,0,0,Managers,0,6
215,5085769,F,N,Y,166500.0,Commercial associate,Secondary,Married,House / apartment,-19310.0,-1477,1,0,0,0,Cleaning staff,0,2
216,5065363,F,N,Y,216000.0,Working,Higher education,not married,House / apartment,-10512.0,-1782,1,0,1,0,Core staff,0,3
217,5140074,F,N,Y,90000.0,Commercial associate,Secondary,Married,House / apartment,-15124.0,-431,1,0,0,0,Core staff,0,2
218,5067643,F,N,Y,171000.0,Pensioner,Higher education,Married,House / apartment,-19961.0,365243,1,0,0,0,Laborers,0,2
219,5091963,M,Y,N,180000.0,Working,Secondary,Married,Municipal apartment,-18809.0,-1416,1,1,0,0,Drivers,0,2
220,5053637,F,N,N,225000.0,Pensioner,Higher education,Separated,House / apartment,-21944.0,365243,1,0,0,0,Laborers,0,1
221,5067149,M,N,N,225000.0,Working,Incomplete higher,Married,House / apartment,-13969.0,-263,1,0,0,0,Laborers,0,6
222,5096424,M,Y,N,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621.0,-2349,1,0,1,0,Laborers,0,1
223,5046283,F,N,Y,67050.0,Pensioner,Higher education,Married,House / apartment,-24305.0,365243,1,0,0,0,Laborers,0,2
224,5029348,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,Drivers,0,2
225,5096061,F,N,N,73350.0,Working,Secondary,Married,House / apartment,-14321.0,-7068,1,0,0,0,Medicine staff,0,6
226,5028917,F,Y,Y,112500.0,Working,Secondary,Married,House / apartment,-17202.0,-1787,1,0,0,0,Sales staff,0,2
227,5117778,F,Y,N,144000.0,Working,Secondary,Widow,House / apartment,-14407.0,-1345,1,0,0,0,HR staff,0,1
228,5095310,F,Y,Y,225000.0,Working,Higher education,Married,House / apartment,-12322.0,-3717,1,0,0,0,Core staff,0,2
229,5050655,F,N,N,112500.0,Working,Secondary,Married,House / apartment,-14667.0,-1048,1,1,1,0,Accountants,0,2
230,5033817,F,Y,N,292500.0,State servant,Higher education,Married,House / apartment,-16010.0,-2667,1,0,1,0,Core staff,0,4
231,5052963,M,Y,Y,135000.0,Commercial associate,Secondary,Married,House / apartment,-9984.0,-2606,1,0,0,0,Laborers,0,2
232,5113159,M,Y,Y,157500.0,Commercial associate,Secondary,not married,Municipal apartment,-9862.0,-2135,1,1,0,0,Laborers,0,1
233,5143235,F,Y,Y,1575000.0,Commercial associate,Higher education,not married,House / apartment,-10142.0,-2479,1,0,0,0,Managers,0,3
234,5132800,F,N,Y,157500.0,Working,Secondary,Separated,House / apartment,-18540.0,-1534,1,0,0,0,Sales staff,0,1
235,5090549,F,N,Y,157500.0,Working,Secondary,Married,House / apartment,-15241.0,-2531,1,0,0,0,Laborers,0,2
236,5054522,F,Y,Y,135000.0,Working,Higher education,Married,House / apartment,-10014.0,-2311,1,0,0,0,Laborers,0,4
237,5051061,F,N,N,112500.0,Commercial associate,Secondary,Married,House / apartment,-11945.0,-1323,1,0,1,0,Laborers,0,6
238,5010707,M,Y,N,202500.0,Working,Secondary,Married,House / apartment,-15862.0,-5061,1,0,1,0,Drivers,0,2
239,5028984,F,N,Y,193500.0,Working,Secondary,Separated,House / apartment,-19063.0,-2213,1,1,1,1,Laborers,0,1
240,5028615,F,Y,Y,225000.0,Commercial associate,Higher education,not married,With parents,-10681.0,-2152,1,0,1,0,Sales staff,0,1
241,5126034,F,Y,Y,108000.0,Working,Secondary,Separated,House / apartment,-17171.0,-925,1,0,0,1,Cleaning staff,0,1
242,5090470,M,N,Y,900000.0,Working,Secondary,Married,House / apartment,-15380.0,-4509,1,0,0,0,Laborers,0,4
243,5021775,F,N,Y,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522.0,-1552,1,0,0,0,Laborers,0,2
244,5046415,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-14466.0,-1569,1,0,1,0,Laborers,0,2
245,5065606,M,Y,N,270000.0,Pensioner,Higher education,Married,House / apartment,-23489.0,365243,1,0,0,0,Laborers,0,2
246,5117314,M,N,Y,292500.0,Working,Secondary,Married,House / apartment,-16632.0,-1679,1,0,0,0,Laborers,0,4
247,5009195,F,N,N,292500.0,State servant,Secondary,Married,House / apartment,-20953.0,-8684,1,1,1,0,Accountants,0,2
248,5139548,F,Y,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,0,6
249,5096416,F,N,N,76500.0,Working,Secondary,Married,House / apartment,-16876.0,-97,1,1,0,0,Laborers,0,2
250,5042286,F,N,Y,157500.0,Working,Secondary,not married,House / apartment,-10809.0,-1222,1,0,0,0,Secretaries,0,1
251,5050729,M,Y,N,180000.0,Working,Secondary,not married,With parents,-8528.0,-531,1,0,0,0,Laborers,0,1
252,5038897,F,N,Y,135000.0,Pensioner,Secondary,Married,House / apartment,-22886.0,365243,1,0,1,0,Laborers,0,2
253,5050973,F,N,N,112500.0,State servant,Secondary,not married,House / apartment,-15964.0,-7591,1,0,0,0,Core staff,0,3
254,5044935,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,-5639,1,0,1,0,Managers,0,6
255,5113539,F,N,Y,157500.0,Working,Secondary,Married,House / apartment,-20976.0,-1776,1,0,0,0,Laborers,0,2
256,5085990,F,Y,Y,225000.0,Pensioner,Secondary,Married,House / apartment,-21717.0,365243,1,0,0,0,Laborers,0,2
257,5033452,F,N,N,112500.0,Working,Secondary,Married,House / apartment,-19143.0,-5498,1,1,1,0,Core staff,0,2
258,5051240,F,Y,N,121500.0,Pensioner,Secondary,not married,House / apartment,-23328.0,365243,1,0,0,0,Laborers,0,1
259,5065335,M,N,Y,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766.0,-1935,1,0,1,0,Sales staff,0,2
260,5145978,F,Y,N,112500.0,State servant,Secondary,Widow,House / apartment,-19538.0,-5880,1,0,0,0,Secretaries,0,1
261,5105614,F,Y,Y,135000.0,Working,Higher education,Married,House / apartment,-12334.0,-460,1,0,0,0,Accountants,0,6
262,5038845,F,N,Y,103500.0,Commercial associate,Secondary,Married,House / apartment,-17007.0,-1569,1,1,1,0,Sales staff,0,2
263,5105556,F,N,Y,157500.0,Working,Secondary,Married,House / apartment,-19802.0,-4532,1,0,0,0,Laborers,0,2
264,5028383,M,Y,N,337500.0,Working,Secondary,not married,With parents,-11344.0,-3309,1,0,0,0,Core staff,0,1
265,5009980,F,Y,Y,180000.0,State servant,Secondary,Married,House / apartment,-20644.0,-3873,1,0,0,0,Medicine staff,0,2
266,5062075,F,N,Y,112500.0,Pensioner,Secondary,Married,House / apartment,-21392.0,365243,1,0,0,0,Laborers,0,2
267,5009706,F,N,N,157500.0,Working,Higher education,Married,House / apartment,-11644.0,-344,1,0,0,0,Managers,0,2
268,5146463,M,Y,N,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,-1923,1,0,0,0,Laborers,0,2
269,5112662,F,N,N,135000.0,Commercial associate,Secondary,Married,House / apartment,-12269.0,-604,1,0,0,0,Managers,0,4
270,5096796,M,Y,Y,337500.0,Working,Higher education,Separated,House / apartment,-13188.0,-584,1,0,0,0,Laborers,0,1
271,5066843,F,N,Y,135000.0,Pensioner,Secondary,Married,House / apartment,-17090.0,365243,1,0,0,0,Laborers,0,2
272,5066597,F,N,N,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805.0,-1922,1,0,0,0,Sales staff,0,4
273,5047704,F,N,Y,166500.0,Working,Secondary,not married,House / apartment,-14717.0,-1496,1,0,0,0,Laborers,0,5
274,5009074,F,Y,Y,450000.0,State servant,Higher education,Married,House / apartment,-17726.0,-708,1,0,1,1,Core staff,0,4
275,5090954,F,N,N,270000.0,State servant,Secondary,Separated,House / apartment,-19363.0,-12332,1,0,1,1,Medicine staff,0,1
276,5143019,M,N,N,270000.0,Working,Secondary,Married,With parents,-11768.0,-622,1,1,1,0,Laborers,0,2
277,5118617,F,N,N,270000.0,Commercial associate,Higher education,not married,House / apartment,-15770.0,-5209,1,0,0,0,Sales staff,0,1
278,5116018,F,Y,Y,450000.0,Pensioner,Higher education,Widow,House / apartment,-22083.0,365243,1,0,1,0,Laborers,0,1
279,5139662,F,N,Y,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483.0,365243,1,0,0,0,Laborers,0,2
280,5042232,F,N,Y,112500.0,Commercial associate,Secondary,not married,House / apartment,-12849.0,-6273,1,1,0,0,Sales staff,0,1
281,5125317,M,Y,N,292500.0,Commercial associate,Secondary,Married,House / apartment,-20874.0,-2722,1,0,0,0,Laborers,0,2
282,5068038,F,N,N,112500.0,State servant,Secondary,Married,With parents,-17164.0,-9363,1,0,0,0,Medicine staff,0,2
283,5038814,F,N,Y,247500.0,Commercial associate,Secondary,Married,House / apartment,-19366.0,-746,1,0,0,0,Laborers,0,2
284,5095356,F,N,N,157500.0,Working,Secondary,not married,With parents,-9020.0,-1039,1,0,0,0,Sales staff,0,1
285,5037266,M,Y,N,225000.0,Working,Secondary,not married,House / apartment,-11892.0,-1322,1,0,0,0,Drivers,0,1
286,5052865,F,N,Y,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870.0,-3458,1,1,1,0,Sales staff,0,2
287,5096211,M,N,N,81000.0,Working,Secondary,Civil marriage,House / apartment,-14211.0,-158,1,1,0,0,Low-skill Laborers,0,2
288,5023280,F,Y,Y,180000.0,Commercial associate,Secondary,Married,House / apartment,-16701.0,-2457,1,0,0,0,Sales staff,0,2
289,5132340,F,N,Y,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-15646.0,-2811,1,0,0,0,Laborers,0,5
290,5136012,F,N,N,180000.0,Working,Higher education,Married,House / apartment,-13678.0,-7018,1,0,0,0,Core staff,0,8
291,5045917,M,Y,Y,315000.0,Commercial associate,Secondary,Married,Rented apartment,-16990.0,-2026,1,0,0,0,Drivers,0,2
292,5041073,F,N,Y,67500.0,Working,Secondary,not married,House / apartment,-18179.0,-188,1,0,0,0,Laborers,0,2
293,5149660,F,N,Y,180000.0,Commercial associate,Secondary,Civil marriage,House / apartment,-11920.0,-2967,1,0,0,0,Realty agents,0,4
294,5022756,F,N,N,202500.0,Commercial associate,Secondary,Separated,House / apartment,-10800.0,-3166,1,0,0,0,Sales staff,0,3
295,5036562,F,N,N,112500.0,Working,Secondary,Married,House / apartment,-11953.0,-5107,1,1,0,0,Laborers,0,4
296,5117754,M,Y,N,306000.0,Working,Secondary,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,0,2
297,5125281,F,N,Y,90000.0,Working,Secondary,Married,House / apartment,-16280.0,-3694,1,0,0,1,Sales staff,0,4
298,5149039,F,N,Y,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008.0,-3697,1,0,0,0,Laborers,0,6
299,5021267,F,Y,Y,270000.0,Working,Secondary,Married,House / apartment,-14512.0,-4596,1,0,0,0,Laborers,0,4
300,5125166,M,N,Y,234000.0,Working,Secondary,Married,House / apartment,-11970.0,-1748,1,0,0,0,Laborers,0,4
301,5125524,M,N,N,171000.0,Working,Secondary,Married,Municipal apartment,-13865.0,-5674,1,1,1,0,Core staff,0,6
302,5010089,F,N,N,225000.0,Commercial associate,Secondary,Married,House / apartment,-10304.0,-1682,1,0,0,0,Laborers,0,2
303,5126457,F,N,N,94500.0,Working,Higher education,Married,House / apartment,-16825.0,-196,1,0,0,0,Security staff,0,2
304,5142763,F,N,N,117000.0,Commercial associate,Secondary,not married,With parents,-10021.0,-530,1,0,0,0,Sales staff,0,1
305,5023261,M,Y,Y,180000.0,Commercial associate,Secondary,Married,House / apartment,-21202.0,-1696,1,0,0,0,Drivers,0,2
306,5090861,F,Y,Y,202500.0,Commercial associate,Secondary,Married,House / apartment,-19765.0,-2168,1,0,0,0,Sales staff,0,2
307,5146123,F,N,N,54000.0,Pensioner,Secondary,not married,House / apartment,-20132.0,365243,1,0,0,0,Laborers,0,1
308,5023410,F,N,Y,112500.0,Pensioner,Secondary,Married,House / apartment,-21642.0,365243,1,0,0,0,Laborers,0,2
309,5010032,M,Y,Y,85500.0,Pensioner,Secondary,Married,House / apartment,-22121.0,365243,1,0,1,0,Laborers,0,2
310,5118397,M,N,N,135000.0,Working,Secondary,Married,House / apartment,-17154.0,-1649,1,0,0,0,Drivers,0,2
311,5033628,F,N,Y,166500.0,State servant,Higher education,Married,House / apartment,-23599.0,-13382,1,0,0,0,Laborers,0,2
312,5069399,M,N,Y,157500.0,Working,Secondary,not married,House / apartment,-8396.0,-1509,1,1,1,0,Core staff,0,1
313,5008889,F,N,Y,247500.0,Commercial associate,Higher education,Separated,Rented apartment,-17016.0,-1347,1,0,0,0,Core staff,0,1
314,5022041,M,N,Y,180000.0,Working,Secondary,Married,House / apartment,-10049.0,-1405,1,0,0,1,Sales staff,0,2
315,5126124,F,Y,N,72000.0,Working,Secondary,Married,House / apartment,-15185.0,-227,1,1,1,0,Medicine staff,0,2
316,5023563,F,N,Y,202500.0,Working,Secondary,Widow,House / apartment,-17782.0,-9975,1,0,0,0,Core staff,0,1
317,5050853,M,N,N,180000.0,Commercial associate,Higher education,not married,House / apartment,-9488.0,-1505,1,0,0,0,High skill tech staff,0,1
318,5024412,M,Y,N,270000.0,Working,Higher education,Married,House / apartment,-18582.0,-5084,1,0,0,0,Managers,0,2
319,5090612,F,Y,N,202500.0,Working,Higher education,Married,House / apartment,-13788.0,-2905,1,0,0,0,Accountants,0,2
320,5028274,F,Y,N,360000.0,Working,Incomplete higher,Married,House / apartment,-12730.0,-2213,1,0,0,0,Accountants,0,6
321,5028996,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-12262.0,-356,1,0,0,0,Laborers,0,2
322,5126322,F,N,N,270000.0,Working,Secondary,Married,House / apartment,-17778.0,-1719,1,1,1,0,High skill tech staff,0,2
323,5053610,F,N,Y,112500.0,Working,Secondary,Married,Municipal apartment,-20589.0,-3680,1,0,0,0,Laborers,0,2
324,5069227,F,Y,Y,166500.0,Commercial associate,Secondary,Married,House / apartment,-17330.0,-962,1,0,1,0,Sales staff,0,2
325,5137401,F,N,N,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,0,1
326,5142812,M,Y,N,202500.0,State servant,Secondary,Married,House / apartment,-11648.0,-4275,1,1,1,0,Core staff,0,2
327,5053114,F,N,Y,99000.0,Pensioner,Secondary,Married,House / apartment,-23849.0,365243,1,0,0,0,Laborers,0,2
328,5149027,F,N,Y,162000.0,Pensioner,Secondary,Married,House / apartment,-22795.0,365243,1,0,0,0,Laborers,0,2
329,5145869,F,N,Y,225000.0,Pensioner,Secondary,Separated,House / apartment,-20978.0,365243,1,0,1,0,Laborers,0,1
330,5053354,F,Y,N,225000.0,Working,Secondary,Married,House / apartment,-18362.0,-110,1,0,0,0,Laborers,0,2
331,5087944,F,N,Y,72000.0,Working,Secondary,Widow,House / apartment,-19923.0,-2078,1,1,1,0,Cleaning staff,0,1
332,5035688,F,Y,Y,135000.0,Working,Secondary,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,Laborers,0,2
333,5068491,M,N,N,315000.0,Commercial associate,Higher education,Married,House / apartment,-18321.0,-110,1,0,1,0,Laborers,0,4
334,5044860,F,N,Y,167400.0,Pensioner,Secondary,Married,House / apartment,-19028.0,365243,1,0,0,0,Laborers,0,2
335,5117047,F,N,Y,180000.0,Pensioner,Secondary,Widow,House / apartment,-23027.0,365243,1,0,0,0,Laborers,0,1
336,5022676,M,N,Y,135000.0,Pensioner,Secondary,Married,House / apartment,-23286.0,365243,1,0,0,0,Laborers,0,2
337,5009739,F,Y,N,99000.0,Working,Secondary,Married,House / apartment,-14657.0,-4392,1,1,1,0,Core staff,0,2
338,5096991,F,N,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,-12272.0,-126,1,0,0,0,Core staff,0,4
339,5067982,M,Y,Y,153000.0,Working,Higher education,Separated,With parents,-20013.0,-7640,1,0,0,1,Managers,0,1
340,5135982,F,N,Y,423000.0,Commercial associate,Secondary,Separated,House / apartment,-13480.0,-3153,1,0,0,0,Private service staff,0,1
341,5046362,F,N,Y,90000.0,Working,Secondary,Civil marriage,With parents,-14386.0,-139,1,1,1,0,Sales staff,0,2
342,5066817,F,Y,N,360000.0,Working,Higher education,Widow,House / apartment,-16480.0,-4023,1,0,0,1,Managers,0,3
343,5143519,F,N,Y,247500.0,Pensioner,Secondary,not married,House / apartment,-23280.0,365243,1,0,0,0,Laborers,0,1
344,5068888,F,N,Y,225000.0,Working,Secondary,Married,House / apartment,-23537.0,-4888,1,0,0,0,Medicine staff,0,2
345,5150412,F,N,Y,67500.0,Pensioner,Secondary,Widow,House / apartment,-22116.0,365243,1,0,0,0,Laborers,0,1
346,5067924,F,N,Y,112500.0,Pensioner,Secondary,Widow,House / apartment,-22743.0,365243,1,0,0,0,Laborers,0,1
347,5056149,M,Y,N,157500.0,Working,Secondary,Married,House / apartment,-23424.0,-14887,1,0,0,0,Laborers,0,2
348,5022308,F,N,Y,90000.0,Working,Secondary,Separated,House / apartment,-19042.0,-3319,1,0,0,0,Laborers,0,1
349,5068465,F,N,Y,90000.0,Commercial associate,Secondary,Married,House / apartment,-10175.0,-1966,1,0,1,0,Private service staff,0,4
350,5036881,F,Y,Y,225000.0,Pensioner,Secondary,Married,House / apartment,-22471.0,365243,1,0,0,0,Laborers,0,2
351,5137033,M,Y,N,112500.0,Working,Secondary,Married,House / apartment,-14301.0,-200,1,0,1,0,Laborers,0,4
352,5148812,F,N,Y,112500.0,Pensioner,Secondary,Married,House / apartment,-22416.0,365243,1,0,0,0,Laborers,0,2
353,5100220,M,Y,Y,315000.0,Commercial associate,Secondary,Married,House / apartment,-15182.0,-6123,1,0,0,0,Drivers,0,6
354,5078842,F,Y,Y,135000.0,Working,Secondary,Married,With parents,-10532.0,-117,1,0,0,0,Private service staff,0,4
355,5010526,M,Y,Y,450000.0,Working,Higher education,Married,Office apartment,-18476.0,-2625,1,0,0,0,Managers,0,4
356,5105150,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,-18940.0,-1763,1,0,0,0,Sales staff,0,2
357,5045253,F,N,Y,270000.0,Working,Secondary,Married,House / apartment,-20854.0,-3689,1,0,0,0,Core staff,0,4
358,5100000,F,N,N,180000.0,Commercial associate,Secondary,Married,House / apartment,-15226.0,-3414,1,0,0,0,Sales staff,0,4
359,5029725,F,N,Y,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778.0,-2910,1,1,0,1,Core staff,0,4
360,5090925,F,N,Y,243000.0,Commercial associate,Secondary,Married,With parents,-17000.0,-3412,1,0,0,0,Laborers,0,2
361,5115947,M,Y,Y,225000.0,Working,Secondary,not married,House / apartment,-9586.0,-1107,1,0,0,0,Laborers,0,1
362,5028572,F,N,Y,112500.0,Pensioner,Higher education,Married,House / apartment,-22062.0,365243,1,0,0,0,Laborers,0,2
363,5022373,F,N,Y,234000.0,Working,Secondary,not married,House / apartment,-20693.0,-8036,1,0,0,0,Core staff,0,3
364,5149040,F,N,Y,180000.0,Working,Secondary,Civil marriage,House / apartment,-19750.0,-3608,1,0,0,0,Laborers,0,2
365,5113291,F,Y,Y,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,-101,1,1,1,0,Core staff,0,6
366,5139951,F,Y,Y,121500.0,State servant,Secondary,Married,House / apartment,-19988.0,-3231,1,1,0,0,Laborers,0,2
367,5028697,M,Y,N,270000.0,Working,Higher education,Married,Rented apartment,-10817.0,-203,1,0,1,0,Laborers,0,4
368,5148527,F,N,Y,180000.0,Pensioner,Secondary,Married,House / apartment,-23365.0,365243,1,0,0,0,Laborers,0,2
369,5009443,F,N,N,90000.0,State servant,Secondary,Married,House / apartment,-9489.0,-1682,1,0,1,0,Laborers,0,2
370,5096621,F,N,N,135000.0,Working,Secondary,Married,House / apartment,-14461.0,-1589,1,0,1,0,Laborers,0,4
371,5149150,M,Y,Y,247500.0,Working,Secondary,Married,House / apartment,-10952.0,-3577,1,1,0,0,Laborers,0,2
372,5118448,F,N,N,76500.0,Working,Secondary,Married,House / apartment,-10080.0,-735,1,1,0,0,Sales staff,0,4
373,5116818,M,N,Y,85500.0,State servant,Secondary,Separated,Co-op apartment,-16542.0,-8737,1,1,1,0,Core staff,0,1
374,5022833,M,Y,Y,202500.0,Working,Secondary,Married,House / apartment,-17262.0,-1617,1,0,0,0,Core staff,0,2
375,5086006,F,N,Y,157500.0,Pensioner,Secondary,Widow,House / apartment,-21497.0,365243,1,0,0,0,Laborers,0,1
376,5010397,F,Y,Y,225000.0,Working,Higher education,Married,House / apartment,-14148.0,-1591,1,1,1,0,High skill tech staff,0,4
377,5047789,F,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457.0,-979,1,0,0,0,Laborers,0,2
378,5105657,F,Y,Y,540000.0,Working,Higher education,not married,House / apartment,-14160.0,-422,1,0,1,1,Laborers,0,5
379,5150047,F,N,Y,283500.0,Working,Secondary,Married,House / apartment,-17958.0,-655,1,0,0,0,Sales staff,0,2
380,5035791,F,Y,Y,90000.0,Pensioner,Secondary,Widow,House / apartment,-21973.0,365243,1,0,0,0,Laborers,0,1
381,5021682,M,N,Y,166500.0,Commercial associate,Secondary,Separated,House / apartment,-18745.0,-3653,1,0,0,0,Cleaning staff,0,1
382,5088699,F,Y,Y,252000.0,Working,Secondary,Married,House / apartment,-17562.0,-1261,1,0,0,0,Medicine staff,0,2
383,5115797,F,N,Y,135000.0,Commercial associate,Secondary,not married,House / apartment,-14578.0,-7346,1,0,0,0,Laborers,0,3
384,5023460,F,Y,Y,315000.0,Pensioner,Secondary,not married,House / apartment,-21012.0,365243,1,0,0,0,Laborers,0,1
385,5096466,M,Y,N,450000.0,Working,Higher education,Married,House / apartment,-19410.0,-5545,1,1,0,0,Managers,0,4
386,5146472,F,Y,Y,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14133.0,-3810,1,0,0,0,Sales staff,0,2
387,5024527,F,N,Y,270000.0,Pensioner,Secondary,Widow,House / apartment,-20967.0,365243,1,0,1,0,Laborers,0,1
388,5095193,M,Y,Y,495000.0,Commercial associate,Secondary,Married,House / apartment,-15661.5,-1190,1,0,1,0,Managers,0,4
389,5068156,M,Y,Y,180000.0,Working,Secondary,Married,House / apartment,-19565.0,-3246,1,0,0,0,Laborers,0,2
390,5117756,M,Y,N,306000.0,Working,Secondary,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,0,2
391,5066507,F,N,Y,157500.0,Working,Secondary,not married,House / apartment,-17538.0,-7676,1,0,1,0,Private service staff,0,1
392,5143164,F,N,N,180000.0,Commercial associate,Secondary,Married,House / apartment,-13791.0,-1353,1,1,0,0,Accountants,0,6
393,5088834,F,N,Y,612000.0,State servant,Secondary,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,0,2
394,5135841,F,N,Y,36000.0,Working,Secondary,Married,House / apartment,-12417.0,-1113,1,0,1,0,Core staff,0,4
395,5023059,M,Y,Y,112500.0,Working,Secondary,Married,House / apartment,-11279.0,-508,1,0,0,0,Laborers,0,4
396,5125325,M,Y,N,292500.0,Commercial associate,Secondary,Married,House / apartment,-20874.0,-2722,1,0,0,0,Laborers,0,2
397,5135574,F,Y,Y,180000.0,Working,Secondary,Married,House / apartment,-11749.0,-992,1,0,0,0,Medicine staff,0,2
398,5009053,F,N,Y,202500.0,Working,Higher education,Married,House / apartment,-10997.0,-2289,1,0,0,1,Core staff,0,6
399,5028292,F,N,Y,292500.0,Working,Higher education,Separated,House / apartment,-19736.0,-12621,1,0,1,0,Core staff,0,1
400,5029108,M,Y,N,315000.0,State servant,Secondary,Married,House / apartment,-13230.0,-3643,1,0,0,1,High skill tech staff,0,4
401,5091400,F,N,N,135000.0,Working,Secondary,Married,With parents,-12278.0,-869,1,0,0,0,Laborers,0,2
402,5050768,F,N,N,337500.0,Working,Secondary,Married,House / apartment,-10990.0,-2174,1,0,0,0,Core staff,0,6
403,5113420,F,N,N,157500.0,Working,Secondary,not married,Municipal apartment,-12716.0,-5336,1,0,0,0,Core staff,0,3
404,5113132,F,Y,Y,360000.0,Commercial associate,Secondary,Married,House / apartment,-19033.0,-3535,1,0,0,0,Sales staff,0,2
405,5062670,F,Y,Y,135000.0,Working,Higher education,Married,House / apartment,-14863.0,-4407,1,0,0,0,Managers,0,4
406,5029352,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,Drivers,0,2
407,5105067,M,N,Y,157500.0,Working,Incomplete higher,Married,House / apartment,-13682.0,-453,1,1,1,0,Laborers,0,2
408,5143573,M,Y,N,157500.0,Working,Incomplete higher,Married,With parents,-9124.0,-960,1,1,0,0,Drivers,0,2
409,5045203,F,Y,Y,139500.0,Pensioner,Secondary,Married,House / apartment,-21009.0,365243,1,0,0,0,Laborers,0,2
410,5065673,F,N,N,135000.0,Working,Secondary,not married,House / apartment,-11512.0,-4711,1,0,0,0,Laborers,0,1
411,5029544,F,Y,Y,133650.0,Commercial associate,Secondary,Married,House / apartment,-14596.0,-1965,1,0,0,0,Laborers,0,4
412,5045800,M,Y,Y,427500.0,Working,Secondary,Married,House / apartment,-11892.0,-2543,1,0,1,0,Drivers,0,4
413,5111159,F,Y,Y,81000.0,Working,Higher education,Married,House / apartment,-10648.0,-1393,1,1,1,0,Core staff,0,4
414,5099957,F,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,-11239.0,-460,1,0,0,0,Accountants,0,4
415,5143360,F,N,Y,126000.0,Working,Secondary,Married,House / apartment,-22811.0,-2234,1,1,1,0,High skill tech staff,0,2
416,5091753,M,Y,N,135000.0,Working,Higher education,Married,House / apartment,-12725.0,-1631,1,0,0,0,Core staff,0,6
417,5117403,F,N,N,94500.0,Working,Secondary,Married,House / apartment,-16758.0,-1619,1,0,0,0,Waiters/barmen staff,0,2
418,5149319,F,Y,Y,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,-5981,1,0,0,0,Managers,0,3
419,5137542,F,N,N,157500.0,Working,Secondary,Married,House / apartment,-18881.0,-3153,1,1,0,0,Cooking staff,0,2
420,5095170,M,Y,Y,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,-2682,1,0,0,0,Drivers,0,2
421,5090780,F,N,N,202500.0,Working,Secondary,Married,House / apartment,-12047.0,-3443,1,0,0,0,Managers,0,4
422,5092242,F,N,N,117000.0,Working,Secondary,Married,House / apartment,-20754.0,-2330,1,0,0,0,Laborers,0,2
423,5068671,M,N,Y,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413,1,0,0,0,Core staff,0,2
424,5143427,F,N,Y,180000.0,Pensioner,Secondary,not married,House / apartment,-23431.0,365243,1,0,0,0,Laborers,0,1
425,5087994,M,Y,Y,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547.0,-6645,1,0,0,0,Laborers,0,4
426,5052739,F,N,Y,180000.0,Commercial associate,Secondary,Married,House / apartment,-10454.0,-505,1,0,0,1,High skill tech staff,0,6
427,5068747,F,N,N,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201,1,0,0,0,Accountants,0,2
428,5025029,F,N,N,135000.0,Pensioner,Secondary,Married,House / apartment,-20013.0,365243,1,0,0,0,Laborers,0,2
429,5149353,M,Y,Y,166500.0,Commercial associate,Higher education,Married,House / apartment,-12208.0,-3273,1,0,0,0,Accountants,0,2
